# WaniKani - Kanji
# Generated on August 13, 2016 15:54 PM UTC
# WaniKani to Anki Exporter (http://wanikanitoanki.com)
#key;type;character;meaning;image;onyomi;kunyomi;important_reading;kana;level
k_秒;kanji;秒;second;;びょう;;onyomi;;11
k_批;kanji;批;criticism;;ひ;None;onyomi;;21
k_阪;kanji;阪;heights, slope;;はん;さか;onyomi;;16
k_泣;kanji;泣;cry;;きゅう;な;kunyomi;;15
k_梅;kanji;梅;ume, japanese plum;;ばい;うめ;kunyomi;;17
k_真;kanji;真;reality;;しん;ま;onyomi;;16
k_詳;kanji;詳;detailed;;しょう;くわ.しい;onyomi;;30
k_急;kanji;急;hurry;;きゅう;いそ.ぐ;onyomi;;16
k_待;kanji;待;wait;;たい;ま;kunyomi;;9
k_猫;kanji;猫;cat;;None;ねこ;kunyomi;;15
k_懐;kanji;懐;nostalgia;;かい;なつ;kunyomi;;30
k_軍;kanji;軍;army;;ぐん;None;onyomi;;15
k_典;kanji;典;rule;;てん;None;onyomi;;16
k_府;kanji;府;government;;ふ;None;onyomi;;16
k_市;kanji;市;city;;し;いち;onyomi;;3
k_連;kanji;連;take along;;れん;つ, つら;onyomi;;19
k_検;kanji;検;examine;;けん;None;onyomi;;21
k_英;kanji;英;england, english;;えい;None;onyomi;;15
k_川;kanji;川;river;;せん;かわ;kunyomi;;1
k_聴;kanji;聴;listen;;ちょう;き.く;onyomi;;37
k_喜;kanji;喜;rejoice, delighted, pleased, happy;;き;よろこ;kunyomi;;16
k_力;kanji;力;power, strength;;りょく, りき;ちから;onyomi;;1
k_辞;kanji;辞;quit;;じ;や.める;onyomi;;16
k_信;kanji;信;believe, trust;;しん;しん;onyomi;;15
k_変;kanji;変;change, strange;;へん;か.*;onyomi;;15
k_仏;kanji;仏;buddha;;ぶつ;ほとけ;onyomi;;15
k_取;kanji;取;take;;しゅ;と;kunyomi;;16
k_非;kanji;非;injustice, negative;;ひ;;onyomi;;17
k_弁;kanji;弁;dialect, speech;;べん;None;onyomi;;16
k_式;kanji;式;ritual, ceremony, equation;;しき;;onyomi;;15
k_是;kanji;是;absolutely;;ぜ;None;onyomi;;17
k_証;kanji;証;evidence, proof;;しょう;あかし;onyomi;;16
k_識;kanji;識;discerning, discriminating, know;;しき;None;onyomi;;17
k_寒;kanji;寒;cold;;かん;さむ;kunyomi;;12
k_的;kanji;的;target, al, ~al, like, ~like;;てき;まと;onyomi;;14
k_門;kanji;門;gates, gate;;もん;None;onyomi;;16
k_汽;kanji;汽;steam;;き;None;onyomi;;18
k_官;kanji;官;government;;かん;None;onyomi;;17
k_辱;kanji;辱;humiliate;;じょく;はずかし.める;onyomi;;48
k_後;kanji;後;behind, after, back, rear;;ご, こう;うし.ろ, あと, のち;onyomi;;6
k_誕;kanji;誕;birth;;たん;None;onyomi;;22
k_養;kanji;養;foster;;よう;やしな.う;onyomi;;13
k_緑;kanji;緑;green;;りょく;みどり;kunyomi;;13
k_湾;kanji;湾;gulf;;わん;None;onyomi;;37
k_残;kanji;残;remainder;;ざん;のこ.*;onyomi;;14
k_雰;kanji;雰;atmosphere;;ふん;None;onyomi;;14
k_凶;kanji;凶;villain;;きょう;None;onyomi;;45
k_司;kanji;司;director;;し;つかさど.る;onyomi;;15
k_妥;kanji;妥;gentle;;だ;None;onyomi;;14
k_国;kanji;国;country;;こく;くに;onyomi;;6
k_法;kanji;法;method, law;;ほう;None;onyomi;;15
k_束;kanji;束;bundle;;そく;たば;onyomi;;14
k_折;kanji;折;fold, bend;;せつ;お.る;onyomi;;14
k_材;kanji;材;lumber, timber;;ざい;None;onyomi;;14
k_毒;kanji;毒;poison;;どく;None;onyomi;;15
k_革;kanji;革;leather;;かく;かわ;onyomi;;23
k_昨;kanji;昨;previous, yesterday;;さく;None;onyomi;;15
k_黒;kanji;黒;black;;こく;くろ.い;onyomi;;7
k_浴;kanji;浴;bathe;;よく;あ;kunyomi;;16
k_晩;kanji;晩;night, evening;;ばん;;onyomi;;15
k_険;kanji;険;risky, steep;;けん;けわ.しい;onyomi;;16
k_比;kanji;比;compare;;ひ;くら.べる;onyomi;;19
k_因;kanji;因;cause;;いん;よ;onyomi;;17
k_色;kanji;色;color, colour;;しき, しょく;いろ;kunyomi;;5
k_喫;kanji;喫;consume;;きつ;の.む;onyomi;;18
k_順;kanji;順;order, sequence;;じゅん;None;onyomi;;19
k_節;kanji;節;season;;せつ;ふし;onyomi;;19
k_財;kanji;財;wealth;;さい, ざい;None;onyomi;;19
k_進;kanji;進;advance;;しん;すす.む;onyomi;;10
k_句;kanji;句;paragraph;;く;None;onyomi;;18
k_僧;kanji;僧;priest, monk;;そう;None;onyomi;;18
k_閥;kanji;閥;clique, clan;;ばつ;None;onyomi;;19
k_狩;kanji;狩;hunt;;しゅ;か;kunyomi;;45
k_像;kanji;像;statue, image;;ぞう;;onyomi;;13
k_敵;kanji;敵;enemy;;てき;かな.う, かたき;onyomi;;21
k_舌;kanji;舌;tongue;;ぜつ;した;kunyomi;;19
k_際;kanji;際;occasion;;さい;きわ;onyomi;;21
k_胸;kanji;胸;chest;;きょう;むね;kunyomi;;18
k_洗;kanji;洗;wash;;せん;あら.う;onyomi;;18
k_宙;kanji;宙;mid air;;ちゅう;None;onyomi;;19
k_殺;kanji;殺;kill;;さつ;ころ.す;onyomi;;13
k_混;kanji;混;mix;;こん;ま.*;onyomi;;19
k_暴;kanji;暴;violence;;ぼう;あば.れる;onyomi;;19
k_団;kanji;団;group;;だん, とん;None;onyomi;;19
k_履;kanji;履;boots;;り;は.く;onyomi;;19
k_忙;kanji;忙;busy;;ぼう;いそが;kunyomi;;19
k_達;kanji;達;attain, plural;;たつ;たち;onyomi;;18
k_種;kanji;種;kind, type;;しゅ;たね, ぐさ;onyomi;;18
k_脳;kanji;脳;brain;;のう;;onyomi;;18
k_類;kanji;類;type, category, kind;;るい;たぐ.い;onyomi;;18
k_可;kanji;可;possible;;か;None;onyomi;;18
k_豪;kanji;豪;luxurious;;ごう;None;onyomi;;31
k_忘;kanji;忘;forget;;ぼう;わす.れる;onyomi;;18
k_号;kanji;号;number;;ごう;;onyomi;;4
k_企;kanji;企;plan;;き;くわだ.てる;onyomi;;21
k_得;kanji;得;acquire;;とく;え.る, う.る;onyomi;;19
k_提;kanji;提;present, submit;;てい;;onyomi;;22
k_探;kanji;探;look for, search for;;たん;さが.す, さぐ.る;onyomi;;31
k_坊;kanji;坊;monk;;ぼう;None;onyomi;;22
k_頑;kanji;頑;stubborn;;がん;None;onyomi;;14
k_困;kanji;困;distressed, troubled;;こん;こま;kunyomi;;19
k_善;kanji;善;morally good, good;;ぜん;ぜん;onyomi;;19
k_災;kanji;災;disaster;;さい;わざわ.い;onyomi;;20
k_自;kanji;自;self;;じ, し;;onyomi;;5
k_級;kanji;級;rank, grade, level;;きゅう;;onyomi;;11
k_責;kanji;責;blame;;せき;せ.める;onyomi;;21
k_増;kanji;増;increase;;ぞう;ふ.える, ふ.やす, ま.す;onyomi;;21
k_欧;kanji;欧;europe;;おう;None;onyomi;;29
k_居;kanji;居;alive;;きょ;い;onyomi;;25
k_慮;kanji;慮;consider;;りょ;おもんぱく, おもんぱか;onyomi;;38
k_在;kanji;在;exist;;ざい;None;onyomi;;20
k_律;kanji;律;law;;りつ;None;onyomi;;23
k_嫌;kanji;嫌;dislike;;けん;いや, きら.い;onyomi;;20
k_象;kanji;象;elephant, phenomenon;;しょう, ぞう;None;onyomi;;24
k_枚;kanji;枚;flat objects counter, flat object, counter for flat objects;;まい;None;onyomi;;18
k_妙;kanji;妙;strange;;みょう;たえ.なる;onyomi;;28
k_妻;kanji;妻;wife;;さい;つま;onyomi;;20
k_圧;kanji;圧;pressure;;あつ;None;onyomi;;20
k_間;kanji;間;interval, interval of time, time interval;;かん, けん;あいだ, ま;onyomi;;8
k_外;kanji;外;outside;;がい;そと, はず;onyomi;;3
k_挙;kanji;挙;raise;;きょ;あ.がる;onyomi;;21
k_獣;kanji;獣;beast, animal;;じゅう;けもの;onyomi;;26
k_徴;kanji;徴;indication, sign;;ちょう;None;onyomi;;26
k_倒;kanji;倒;overthrow, collapse;;とう;たお.す;onyomi;;20
k_裕;kanji;裕;abundant, plentiful;;ゆう;None;onyomi;;20
k_冊;kanji;冊;books counter, books, counter for books, volumes counter, volumes, counter for volumes;;さつ;None;onyomi;;19
k_務;kanji;務;task;;む;つと.める;onyomi;;21
k_件;kanji;件;matter, affair;;けん;None;onyomi;;21
k_総;kanji;総;whole;;そう;;onyomi;;21
k_岡;kanji;岡;hill;;None;おか;kunyomi;;21
k_議;kanji;議;deliberation, discussion;;ぎ;None;onyomi;;20
k_穴;kanji;穴;hole, cave;;けつ;あな;kunyomi;;20
k_守;kanji;守;protect;;す, しゅ;まも.る, もり;onyomi;;16
k_被;kanji;被;incur;;ひ;かぶ.る;onyomi;;20
k_銃;kanji;銃;gun;;じゅう;None;onyomi;;39
k_徒;kanji;徒;junior, follower;;と;None;onyomi;;19
k_遣;kanji;遣;dispatch;;けん;つか.う, や.る;onyomi;;37
k_質;kanji;質;quality;;しつ, しち;None;onyomi;;24
k_害;kanji;害;damage, injury, harm;;がい;None;onyomi;;20
k_疑;kanji;疑;doubt;;ぎ;うたが.う;onyomi;;13
k_冗;kanji;冗;superfluous, unnecessary, uselessness;;じょう;None;onyomi;;16
k_引;kanji;引;pull;;いん;ひ;kunyomi;;3
k_警;kanji;警;warn, admonish;;けい;None;onyomi;;17
k_静;kanji;静;quiet;;せい;しず.か;onyomi;;18
k_闇;kanji;闇;darkness;;あん, おん;やみ;kunyomi;;48
k_抗;kanji;抗;confront;;こう;あらが.う;onyomi;;37
k_旅;kanji;旅;trip, travel;;りょ;たび;onyomi;;12
k_臨;kanji;臨;look to;;りん;のぞ.む;onyomi;;37
k_稚;kanji;稚;immature;;ち;None;onyomi;;28
k_借;kanji;借;borrow;;しゃく;か.りる;onyomi;;18
k_禅;kanji;禅;zen, zen buddhism;;ぜん;None;onyomi;;18
k_焼;kanji;焼;bake, cook, burn;;しょう;や;kunyomi;;18
k_論;kanji;論;theory;;ろん;None;onyomi;;20
k_罪;kanji;罪;guilt;;ざい;つみ;onyomi;;20
k_難;kanji;難;difficult;;なん;むずか.しい;onyomi;;20
k_箸;kanji;箸;chopsticks;;ちゃく;はし;kunyomi;;47
k_塁;kanji;塁;base, baseball base;;るい;None;onyomi;;37
k_含;kanji;含;include;;がん;ふく.む;onyomi;;25
k_撃;kanji;撃;attack;;げき;う.つ;onyomi;;28
k_博;kanji;博;exhibition, gambling;;はく, ばく;None;onyomi;;28
k_認;kanji;認;recognize, recognise;;にん;みと.める;onyomi;;21
k_置;kanji;置;put;;ち;お.く;onyomi;;22
k_等;kanji;等;equal;;とう;ひと.しい, など;onyomi;;18
k_製;kanji;製;manufacture;;せい;None;onyomi;;24
k_録;kanji;録;record;;ろく;None;onyomi;;28
k_局;kanji;局;bureau, department;;きょく;;onyomi;;8
k_修;kanji;修;discipline;;しゅう;おさ.まる;onyomi;;28
k_案;kanji;案;plan;;あん;None;onyomi;;22
k_清;kanji;清;pure;;せい, しょう;きよ.い;onyomi;;28
k_円;kanji;円;yen, round, circle;;えん;まる.い;onyomi;;2
k_央;kanji;央;central, center, centre;;おう;;onyomi;;4
k_荷;kanji;荷;luggage;;か;に;kunyomi;;16
k_装;kanji;装;attire;;そう, しょう;よそお.う;onyomi;;33
k_券;kanji;券;ticket;;けん;None;onyomi;;28
k_勢;kanji;勢;force;;せい;いきお.い;onyomi;;22
k_袋;kanji;袋;sack;;たい;ふくろ;kunyomi;;42
k_腰;kanji;腰;waist;;よう;こし;kunyomi;;24
k_届;kanji;届;deliver;;None;とど;kunyomi;;24
k_営;kanji;営;manage;;えい;いとな.む;onyomi;;22
k_陣;kanji;陣;army base;;じん;None;onyomi;;37
k_統;kanji;統;unite;;とう;す.べる;onyomi;;22
k_愛;kanji;愛;love;;あい;まな;onyomi;;17
k_廃;kanji;廃;obsolete;;はい;すた;onyomi;;36
k_肩;kanji;肩;shoulder;;けん;かた;kunyomi;;24
k_庁;kanji;庁;agency, government office;;ちょう;None;onyomi;;24
k_型;kanji;型;model, type;;けい;かた;onyomi;;24
k_旬;kanji;旬;in season, time of month, season;;しゅん, じゅん;None;onyomi;;37
k_載;kanji;載;publish;;さい;の.せる, の.る;onyomi;;24
k_毎;kanji;毎;every;;まい;ごと;onyomi;;5
k_益;kanji;益;benefit;;えき;None;onyomi;;28
k_濃;kanji;濃;thick;;のう;こ.い;onyomi;;27
k_管;kanji;管;pipe;;かん;くだ;onyomi;;24
k_視;kanji;視;look at;;し;None;onyomi;;24
k_差;kanji;差;distinction;;さ;さ;onyomi;;24
k_上;kanji;上;above, up, over;;じょう;うえ, あ, のぼ, うわ;onyomi;;1
k_部;kanji;部;part, department, club;;ぶ;へ;onyomi;;9
k_精;kanji;精;spirit;;せい;None;onyomi;;28
k_境;kanji;境;boundary;;きょう;さかい;onyomi;;24
k_程;kanji;程;extent;;てい;ほど;onyomi;;28
k_武;kanji;武;military;;ぶ;たけ;onyomi;;24
k_民;kanji;民;peoples, people, nation;;みん;たみ;onyomi;;7
k_競;kanji;競;compete;;きょう;きそ.*;onyomi;;11
k_述;kanji;述;mention;;じゅつ;の.べる;onyomi;;24
k_環;kanji;環;loop;;かん;None;onyomi;;24
k_憲;kanji;憲;constitution;;けん;None;onyomi;;28
k_裁;kanji;裁;judge;;さい;さば.く, た.つ;onyomi;;23
k_粉;kanji;粉;powder;;ふん;こな, こ;onyomi;;31
k_京;kanji;京;capital;;きょう;みやこ;onyomi;;6
k_態;kanji;態;appearance;;たい;わざ;onyomi;;22
k_傘;kanji;傘;umbrella;;さん;かさ;kunyomi;;28
k_展;kanji;展;expand;;てん;のぶ, のび;onyomi;;24
k_況;kanji;況;condition;;きょう;None;onyomi;;25
k_鐘;kanji;鐘;bell;;しょう;かね;onyomi;;45
k_影;kanji;影;shadow;;えい;かげ;onyomi;;25
k_鬼;kanji;鬼;demon;;き;おに;onyomi;;23
k_施;kanji;施;carry out;;し;ほどこ.す;onyomi;;23
k_兆;kanji;兆;omen;;ちょう;None;onyomi;;37
k_渉;kanji;渉;ford;;しょう;わた.る;onyomi;;17
k_身;kanji;身;somebody, someone, body;;しん;み;onyomi;;8
k_割;kanji;割;divide;;かつ;わり, わ;kunyomi;;23
k_口;kanji;口;mouth;;こう, く;くち;onyomi;;1
k_崎;kanji;崎;cape;;き;さき;kunyomi;;23
k_限;kanji;限;limit;;げん;かぎ.る;onyomi;;25
k_護;kanji;護;defend;;ご;None;onyomi;;23
k_規;kanji;規;standard;;き;None;onyomi;;23
k_胃;kanji;胃;stomach;;い;None;onyomi;;27
k_沿;kanji;沿;run alongside;;えん;そ.う;onyomi;;34
k_側;kanji;側;side;;そく;がわ, そば;kunyomi;;17
k_捕;kanji;捕;catch;;ほ;つか.まる, とら.える;onyomi;;25
k_景;kanji;景;scene;;けい;None;onyomi;;25
k_秀;kanji;秀;excel;;しゅう;ひい.でる;onyomi;;23
k_宅;kanji;宅;house, home;;たく;None;onyomi;;23
k_呼;kanji;呼;call;;こ;よ;kunyomi;;23
k_追;kanji;追;follow, chase;;つい;お;kunyomi;;11
k_幹;kanji;幹;tree trunk;;かん;みき;onyomi;;23
k_張;kanji;張;stretch;;ちょう;は.る;onyomi;;23
k_現;kanji;現;present time, present;;げん;あらわ.*;onyomi;;23
k_沢;kanji;沢;swamp;;たく;さわ;onyomi;;23
k_掛;kanji;掛;hang;;がい;か;kunyomi;;25
k_針;kanji;針;needle;;しん;はり;kunyomi;;26
k_逮;kanji;逮;apprehend;;たい;None;onyomi;;25
k_抜;kanji;抜;extract;;ばつ, はつ, はい;ぬ;kunyomi;;25
k_則;kanji;則;rule;;そく;のっと.る;onyomi;;23
k_訟;kanji;訟;lawsuit;;しょう;None;onyomi;;25
k_足;kanji;足;foot, leg, sufficient;;そく;あし, た.りる;onyomi;;4
k_乾;kanji;乾;dry;;かん;かわ, ほ;onyomi;;29
k_横;kanji;横;side;;おう;よこ;kunyomi;;10
k_城;kanji;城;castle;;じょう;しろ;kunyomi;;23
k_伺;kanji;伺;pay respects;;し;うかが;kunyomi;;41
k_看;kanji;看;watch over;;かん;None;onyomi;;23
k_鮮;kanji;鮮;fresh;;せん;あざ.やか;onyomi;;25
k_契;kanji;契;pledge;;けい;None;onyomi;;37
k_株;kanji;株;stocks, shares;;しゅ;かぶ;kunyomi;;24
k_怪;kanji;怪;suspicious;;かい, け;あや.しい;onyomi;;26
k_拝;kanji;拝;worship;;はい;おが.む;onyomi;;34
k_属;kanji;属;belong;;ぞく;None;onyomi;;25
k_慣;kanji;慣;accustomed;;かん;な.れる;onyomi;;25
k_絞;kanji;絞;strangle;;こう;し, しぼ;onyomi;;25
k_品;kanji;品;product, article, goods, products;;ひん;しな;onyomi;;16
k_捜;kanji;捜;search;;そう;さが.す;onyomi;;25
k_触;kanji;触;touch;;しょく;さわ.る, ふ.れる;onyomi;;24
k_選;kanji;選;choose;;せん;えら.ぶ;onyomi;;13
k_古;kanji;古;old;;こ;ふる.い;onyomi;;3
k_個;kanji;個;individual;;こ;None;onyomi;;20
k_漁;kanji;漁;fishing;;ぎょ, りょう;あさ.る;onyomi;;37
k_突;kanji;突;stab, thrust;;とつ;つ.く;onyomi;;26
k_今;kanji;今;now;;こん;いま;onyomi;;3
k_複;kanji;複;duplicate;;ふく;None;onyomi;;32
k_図;kanji;図;diagram;;ず, と;え, はか.る;onyomi;;5
k_台;kanji;台;machine;;だい, たい;;onyomi;;3
k_心;kanji;心;heart;;しん;こころ;onyomi;;3
k_頻;kanji;頻;frequent;;ひん;しき.りに;onyomi;;40
k_生;kanji;生;life;;せい, しょう;い.きる, なま, う.* なま, は, き;onyomi;;3
k_事;kanji;事;action, matter, thing;;じ;こと, つか;onyomi;;9
k_刀;kanji;刀;sword, katana;;とう;かたな;onyomi;;2
k_五;kanji;五;five;;ご;いつ.つ;onyomi;;2
k_午;kanji;午;noon;;ご;;onyomi;;3
k_語;kanji;語;language;;ご;かた.る;onyomi;;10
k_解;kanji;解;untie, solve;;かい;と.く, と.ける;onyomi;;21
k_常;kanji;常;normal, ordinary;;じょう;つね;onyomi;;17
k_義;kanji;義;righteousness;;ぎ;None;onyomi;;21
k_元;kanji;元;origin;;げん, がん;もと;onyomi;;3
k_合;kanji;合;suit, fit, join;;ごう, がっ;あ, あい;kunyomi;;8
k_審;kanji;審;judge;;しん;None;onyomi;;21
k_済;kanji;済;come to an end;;さい;す.ます, す.む;onyomi;;21
k_澄;kanji;澄;lucidity;;ちょう;す.*;onyomi;;45
k_援;kanji;援;aid, assist;;えん;None;onyomi;;22
k_委;kanji;委;committee;;い;None;onyomi;;21
k_過;kanji;過;surpass;;か;す.ぎ, あやま;onyomi;;22
k_異;kanji;異;differ;;い;こと.*;onyomi;;33
k_策;kanji;策;plan;;さく;さく;onyomi;;22
k_吸;kanji;吸;suck, inhale;;きゅう;す.う;onyomi;;22
k_藤;kanji;藤;wisteria;;とう, どう;ふじ;kunyomi;;22
k_菌;kanji;菌;bacteria;;きん;None;onyomi;;45
k_縁;kanji;縁;edge;;えん, ねん;ふち;onyomi;;44
k_岸;kanji;岸;coast, shore;;がん;きし;onyomi;;11
k_観;kanji;観;view;;かん;み.る;onyomi;;22
k_領;kanji;領;territory;;りょう;None;onyomi;;22
k_秘;kanji;秘;secret;;ひ;ひ.める;onyomi;;32
k_千;kanji;千;thousand;;せん;ち;onyomi;;2
k_韓;kanji;韓;korea;;かん;None;onyomi;;29
k_座;kanji;座;sit, seat;;ざ;すわ.る;onyomi;;18
k_優;kanji;優;superior, gentle;;ゆう;やさ.しい;onyomi;;23
k_輸;kanji;輸;transport;;ゆ;None;onyomi;;24
k_隠;kanji;隠;hide;;いん;かく.*;onyomi;;25
k_豊;kanji;豊;plentiful;;ほう;ゆた.か;onyomi;;25
k_祝;kanji;祝;celebrate;;しゅく;いわ.う;onyomi;;24
k_奥;kanji;奥;interior;;おう;おく;kunyomi;;38
k_眠;kanji;眠;sleep;;みん;ねむ.*;onyomi;;27
k_迷;kanji;迷;astray;;めい;まよ.う;onyomi;;27
k_極;kanji;極;extreme;;きょく, ごく;きわ.める;onyomi;;27
k_症;kanji;症;symptom;;しょう;None;onyomi;;27
k_閣;kanji;閣;the cabinet, cabinet;;かく;None;onyomi;;29
k_仮;kanji;仮;temporary;;か;かり;onyomi;;9
k_給;kanji;給;salary;;きゅう;たま.う;onyomi;;27
k_刑;kanji;刑;punish;;けい;None;onyomi;;37
k_端;kanji;端;edge;;たん;はし;onyomi;;27
k_盾;kanji;盾;shield;;じゅん;たて;onyomi;;48
k_再;kanji;再;again;;さ, さい;ふたた.び;onyomi;;26
k_悪;kanji;悪;bad, evil;;あく, お;わる.い;onyomi;;12
k_就;kanji;就;settle in;;しゅう;つ.く;onyomi;;27
k_奏;kanji;奏;play music;;そう;かな.でる;onyomi;;38
k_都;kanji;都;metropolis;;と, つ;みやこ;onyomi;;12
k_織;kanji;織;weave;;しき, しょく;お.る;onyomi;;27
k_障;kanji;障;hinder;;しょう;さわ.る;onyomi;;26
k_汁;kanji;汁;soup;;じゅう;しる;onyomi;;35
k_男;kanji;男;man;;だん;おとこ;onyomi;;4
k_筆;kanji;筆;writing brush;;ひつ;ふで;onyomi;;26
k_較;kanji;較;contrast;;かく;None;onyomi;;26
k_河;kanji;河;river;;か;かわ;onyomi;;26
k_菓;kanji;菓;cake;;か;None;onyomi;;26
k_刺;kanji;刺;stab;;し;さ.*;onyomi;;26
k_励;kanji;励;encourage;;れい;はげ.*;onyomi;;26
k_字;kanji;字;letter, character, symbol;;じ;;onyomi;;4
k_締;kanji;締;tighten;;てい;し;onyomi;;27
k_怖;kanji;怖;scary;;ふ;こわ.*;onyomi;;29
k_系;kanji;系;lineage;;けい;None;onyomi;;30
k_烈;kanji;烈;violent, intense;;れつ;はげ.しい;onyomi;;29
k_猛;kanji;猛;fierce;;もう;None;onyomi;;29
k_版;kanji;版;edition;;はん;None;onyomi;;30
k_肥;kanji;肥;obese;;ひ;こ.える, こえ;onyomi;;25
k_適;kanji;適;suitable;;てき;None;onyomi;;30
k_貧;kanji;貧;poor;;びん, ひん;まず.しい;onyomi;;30
k_債;kanji;債;debt;;さい;None;onyomi;;36
k_延;kanji;延;prolong;;えん;のば.す, の.びる;onyomi;;30
k_略;kanji;略;abbreviation, abbreviate;;りゃく;りゃく.す;onyomi;;29
k_流;kanji;流;stream;;りゅう, る;なが.*;onyomi;;12
k_越;kanji;越;go beyond;;えつ;こ.*;onyomi;;30
k_献;kanji;献;offer;;けん, こん;たてまつ.る;onyomi;;36
k_符;kanji;符;token;;ふ;None;onyomi;;30
k_娘;kanji;娘;daughter;;None;むすめ;kunyomi;;29
k_宗;kanji;宗;religion;;しゅう;None;onyomi;;29
k_占;kanji;占;fortune, occupy;;せん;うらな.い, しめる;onyomi;;26
k_婚;kanji;婚;marriage;;こん;None;onyomi;;30
k_著;kanji;著;author;;ちょ;いちじる.しい, あらわ.す;onyomi;;33
k_江;kanji;江;inlet, bay;;こう;え;kunyomi;;29
k_促;kanji;促;urge;;そく;うなが.す;onyomi;;29
k_催;kanji;催;sponsor;;さい;もよお.す;onyomi;;29
k_宴;kanji;宴;banquet;;えん;うたげ;onyomi;;29
k_督;kanji;督;coach;;とく;None;onyomi;;29
k_彼;kanji;彼;he;;ひ;かれ, かの;kunyomi;;35
k_詰;kanji;詰;stuffed;;きつ, きち;つ, づ;kunyomi;;29
k_臣;kanji;臣;servant, retainer;;しん, じん;None;onyomi;;29
k_旗;kanji;旗;flag;;き;はた;onyomi;;30
k_押;kanji;押;push;;おう;お;kunyomi;;30
k_渇;kanji;渇;thirst;;かつ;かわ;kunyomi;;30
k_魅;kanji;魅;alluring;;み;None;onyomi;;30
k_快;kanji;快;pleasant;;かい;こころよ.い;onyomi;;30
k_照;kanji;照;illuminate;;しょう;て.*;onyomi;;30
k_覧;kanji;覧;look at;;らん;None;onyomi;;30
k_白;kanji;白;white;;はく;しろ, しら;onyomi;;2
k_昇;kanji;昇;ascend;;しょう;のぼ.る;onyomi;;27
k_飾;kanji;飾;decorate;;しょく;かざ.る;onyomi;;30
k_激;kanji;激;fierce, violent;;げき;はげ.しい;onyomi;;26
k_枕;kanji;枕;pillow;;しん;まくら;kunyomi;;30
k_撮;kanji;撮;photograph, photo;;さつ;と.る;onyomi;;30
k_繁;kanji;繁;overgrown;;はん;しげ.*;onyomi;;40
k_貯;kanji;貯;savings;;ちょ;たくわ.える;onyomi;;26
k_創;kanji;創;create;;そう;None;onyomi;;26
k_往;kanji;往;depart;;おう;None;onyomi;;26
k_造;kanji;造;create;;ぞう;つく.る;onyomi;;26
k_故;kanji;故;circumstance, reason;;こ;ゆえ;onyomi;;26
k_厚;kanji;厚;thick;;こう;あつ;kunyomi;;20
k_屈;kanji;屈;yield;;くつ;かが;onyomi;;27
k_惑;kanji;惑;misguided;;わく;まど.う;onyomi;;27
k_悩;kanji;悩;worry;;のう;なや;kunyomi;;27
k_睡;kanji;睡;drowsy;;すい;None;onyomi;;27
k_復;kanji;復;restore;;ふく;None;onyomi;;26
k_独;kanji;独;alone;;どく;ひと.り;onyomi;;26
k_受;kanji;受;accept, receive;;じゅ;う;kunyomi;;9
k_消;kanji;消;extinguish;;しょう;き.*, け.*;onyomi;;12
k_令;kanji;令;orders;;れい;;onyomi;;11
k_専;kanji;専;specialty;;せん;もっぱ.ら;onyomi;;16
k_暑;kanji;暑;hot, hot weather;;しょ;あつ;kunyomi;;12
k_付;kanji;付;attach;;ふ;つ;kunyomi;;7
k_早;kanji;早;early, fast, quick;;そう;はや.い, さ;onyomi;;4
k_陽;kanji;陽;sunshine, sunlight;;よう;ひ;onyomi;;12
k_蓄;kanji;蓄;amass;;ちく;たくわ.える;onyomi;;48
k_単;kanji;単;simple;;たん;None;onyomi;;15
k_段;kanji;段;steps, stairs;;だん;None;onyomi;;27
k_街;kanji;街;street;;がい, かい;まち;onyomi;;29
k_盤;kanji;盤;tray;;ばん;ばん;onyomi;;38
k_板;kanji;板;board;;はん;いた;onyomi;;29
k_添;kanji;添;append;;てん;そ.える;onyomi;;29
k_米;kanji;米;rice, america;;べい, まい; こめ;onyomi;;5
k_請;kanji;請;request;;せい, しん, しょう;う.ける, こ.う;onyomi;;29
k_索;kanji;索;search;;さく;None;onyomi;;29
k_緊;kanji;緊;tense;;きん;None;onyomi;;29
k_半;kanji;半;half;;はん;なか.ば;onyomi;;3
k_幼;kanji;幼;infancy, child;;よう;おさな.い;onyomi;;28
k_簿;kanji;簿;record book;;ぼ;None;onyomi;;50
k_酢;kanji;酢;vinegar;;None;す;kunyomi;;35
k_浮;kanji;浮;float;;ふ;う, うわ;kunyomi;;30
k_融;kanji;融;dissolve;;ゆう;None;onyomi;;31
k_既;kanji;既;previously;;き;すで;onyomi;;31
k_健;kanji;健;healthy;;けん;None;onyomi;;27
k_嫁;kanji;嫁;bride;;か;よめ, とつ;kunyomi;;45
k_編;kanji;編;knit;;へん;あ.む;onyomi;;31
k_粋;kanji;粋;stylish;;すい;いき;onyomi;;34
k_棒;kanji;棒;pole, rod, wooden pole;;ぼう;ぼう;onyomi;;31
k_与;kanji;与;give;;よ;あた.える;onyomi;;25
k_華;kanji;華;showy;;か;はな;onyomi;;31
k_普;kanji;普;normal;;ふ;None;onyomi;;31
k_誘;kanji;誘;invite;;ゆう;さそ.う;onyomi;;27
k_鑑;kanji;鑑;model;;かん;None;onyomi;;31
k_除;kanji;除;exclude;;じょ;のぞ.く;onyomi;;31
k_幾;kanji;幾;how many, how much;;き;いく;kunyomi;;31
k_聖;kanji;聖;holy;;せい;None;onyomi;;34
